make,address,all,num3d,our,over,remove,internet,order,mail,receive,will,people,report,addresses,free,business,email,you,credit,your,font,num000,money,hp,hpl,george,num650,lab,labs,telnet,num857,data,num415,num85,technology,num1999,parts,pm,direct,cs,meeting,original,project,re,edu,table,conference,charSemicolon,charRoundbracket,charSquarebracket,charExclamation,charDollar,charHash,capitalAve,capitalLong,capitalTotal,type,
1206,-0.342396492,-0.165053972,-0.556700071,-0.046894487,3.074702318,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,1.744823539,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.514250655,-0.155180808,-0.32987644,-0.30832143,-0.103037206,-0.100585268,-0.211260259,-0.434221519,1
1207,-0.342396492,-0.165053972,0.534260484,-0.046894487,1.186262338,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,2.744093592,-0.174908156,0.505307276,-0.30134485,0.512128987,0.348799771,0.832394565,-0.167874867,0.091803945,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,0.17373271,-0.155180808,0.202200419,-0.30832143,-0.103037206,-0.120220025,-0.247177715,-0.346812947,1
1208,-0.342396492,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,-0.312021293,-0.174908156,-0.190093744,3.476847636,-0.321100514,-0.347838112,-0.936140605,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,1.194611252,-0.155180808,0.236527959,-0.30832143,-0.103037206,-0.065129247,-0.236915585,-0.425975428,1
1209,1.196782682,0.075149002,0.375575312,-0.046894487,-0.389915912,0.197568849,-0.16402912,0.310930878,1.255968049,0.807417556,0.993209369,0.497039522,1.61465983,3.614057442,-0.190093744,0.013504524,0.669767,-0.347838112,0.894349619,-0.167874867,0.574811325,-0.118158666,2.878657727,0.555155083,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.277974891,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.262729855,-0.155180808,0.0918619,2.880199746,0.255651132,0.028443132,0.722593592,4.528276486,1
1210,-0.342396492,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,-0.312021293,-0.174908156,-0.190093744,0.679532045,-0.321100514,-0.347838112,1.367460939,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,0.136744357,-0.155180808,0.535667944,-0.30832143,-0.103037206,0.101466777,0.014506606,-0.231367663,1
1211,-0.342396492,0.199124731,-0.556700071,-0.046894487,-0.464263943,1.366202362,-0.291762175,-0.262533024,0.502242124,-0.0145996,-0.296827265,0.752349247,1.24925479,-0.174908156,-0.190093744,-0.02282425,-0.321100514,0.53708028,0.545148407,-0.167874867,-0.282943159,-0.118158666,-0.290177664,0.306643626,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,0.234073878,-0.242103908,0.219735183,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.514250655,-0.155180808,0.07102018,5.210585759,0.004103467,0.018200281,0.101734713,0.27494237,1
1212,-0.342396492,-0.165053972,-0.556700071,30.58060652,-0.464263943,-0.35022811,0.781195485,-0.262533024,-0.323267223,0.280085795,-0.296827265,-0.141234792,-0.312021293,-0.174908156,1.432508635,-0.30134485,-0.321100514,2.062152404,0.747910401,-0.167874867,1.099457271,-0.118158666,3.363974859,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,0.668428975,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.514250655,-0.155180808,-0.32987644,1.111058532,-0.103037206,0.056997047,0.271059862,0.260099405,1
1213,-0.342396492,-0.165053972,0.514424837,-0.046894487,1.14165352,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.419754492,2.677656312,-0.174908156,0.505307276,-0.30134485,0.489609271,0.32997172,0.787336345,-0.167874867,0.075148519,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.039325607,0.144142028,-0.155180808,0.180132715,-0.30832143,-0.103037206,-0.12034609,-0.236915585,-0.315477798,1
1214,-0.342396492,-0.165053972,0.593767423,0.368831012,-0.464263943,-0.35022811,-0.291762175,0.460530157,-0.323267223,-0.371324027,-0.296827265,-0.628644267,0.651319269,-0.174908156,-0.190093744,-0.30134485,0.331971257,0.74418884,0.70285218,1.538787568,0.774676447,-0.118158666,-0.290177664,0.44219533,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,1.076248523,-0.155180808,1.428183967,-0.30832143,0.006432612,-0.060212679,0.060686192,0.128161937,1
1215,-0.342396492,-0.165053972,0.395410959,-0.046894487,1.676959341,1.402722159,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,0.485434534,-0.312021293,-0.174908156,-0.190093744,-0.30134485,1.840792245,-0.347838112,0.4212383,-0.167874867,1.332633247,-0.118158666,1.080129532,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,0.17671109,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.207247325,-0.155180808,0.285567301,0.712493385,-0.103037206,0.009344155,0.142783234,-0.059848955,1
1216,-0.342396492,-0.165053972,0.395410959,-0.046894487,1.691828947,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,0.497039522,-0.312021293,-0.174908156,-0.190093744,-0.30134485,1.863311961,-0.347838112,0.426870577,-0.167874867,1.340960961,-0.118158666,1.080129532,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,0.17671109,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.20354849,-0.155180808,0.186262633,0.716560377,-0.103037206,-0.000583531,0.142783234,-0.07469192,1
1217,-0.342396492,-0.165053972,0.415246605,-0.046894487,1.721568159,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,0.508644509,-0.312021293,-0.174908156,-0.190093744,-0.30134485,1.885831677,-0.347838112,0.44376741,-0.167874867,1.365944101,-0.118158666,1.108677599,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,0.186595568,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.20354849,-0.155180808,0.500114421,0.724694359,-0.103037206,0.000267414,0.142783234,-0.081288793,1
1218,2.015495008,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,3.412496413,-0.262533024,-0.323267223,-0.371324027,-0.296827265,0.206914834,-0.312021293,-0.174908156,-0.190093744,-0.30134485,2.94425834,-0.347838112,0.291695915,2.676562525,3.572788161,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.514250655,-0.155180808,-0.201148168,-0.30832143,-0.103037206,-0.078870425,-0.139425347,-0.338566855,1
1219,1.131285696,0.051903553,0.27639708,-0.046894487,-0.404785518,0.05148966,-0.189575731,0.261064452,1.112401206,0.698849252,0.844358989,0.392594634,1.41534799,3.22621057,-0.190093744,-0.02282425,0.579688136,-0.347838112,0.714116736,-0.167874867,0.458223337,-0.118158666,2.564628995,0.487379231,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.277974891,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.273826361,-0.155180808,0.059986328,2.758190007,0.250992842,0.004963367,0.471171402,4.53487336,1
1220,3.489177196,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,0.729139272,-0.312021293,-0.174908156,-0.190093744,-0.30134485,2.313706285,-0.347838112,1.046421115,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,0.858740063,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.514250655,-0.155180808,0.802932358,-0.30832143,-0.103037206,-0.101656828,-0.216391324,-0.369902004,1
1221,-0.342396492,-0.165053972,-0.556700071,-0.046894487,0.48739085,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,2.878647527,0.114074934,-0.312021293,-0.174908156,-0.190093744,-0.30134485,2.58394288,-0.347838112,-0.209576793,10.01324931,0.399929343,-0.118158666,-0.290177664,1.232913604,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,1.216804264,-0.155180808,-0.21585997,-0.30832143,-0.103037206,-0.076790338,0.070948322,-0.244561409,1
1222,-0.342396492,-0.165053972,-0.556700071,-0.046894487,0.48739085,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,2.878647527,0.114074934,-0.312021293,-0.174908156,-0.190093744,-0.30134485,2.58394288,-0.347838112,-0.209576793,10.01324931,0.399929343,-0.118158666,-0.290177664,1.232913604,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,1.216804264,-0.155180808,-0.21585997,-0.30832143,-0.103037206,-0.076790338,0.070948322,-0.244561409,1
1223,-0.342396492,-0.165053972,-0.556700071,-0.046894487,0.48739085,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,2.878647527,0.114074934,-0.312021293,-0.174908156,-0.190093744,-0.30134485,2.58394288,-0.347838112,-0.209576793,10.01324931,0.399929343,-0.118158666,-0.290177664,1.232913604,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,1.216804264,-0.155180808,-0.21585997,-0.30832143,-0.103037206,-0.076790338,0.070948322,-0.244561409,1
1224,-0.342396492,-0.165053972,0.038369323,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,0.093968703,-0.296827265,-0.280494642,-0.312021293,-0.174908156,0.968907956,0.061942889,-0.321100514,-0.065417349,-0.851656441,-0.167874867,-0.549429989,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,1.471354709,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,0.938391072,1.780190489,-0.26642869,-0.155180808,-0.32987644,-0.129373813,0.053015513,-0.112971238,-0.185604933,0.222167383,1
1225,1.000291724,-0.165053972,1.922755735,-0.046894487,-0.16687182,0.380167835,-0.291762175,-0.262533024,-0.323267223,0.264576038,-0.296827265,0.821979172,-0.312021293,-0.174908156,-0.190093744,0.44944981,2.493864015,-0.347838112,1.654707097,-0.167874867,1.241028399,1.509909476,1.479802465,0.238867773,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,0.279225316,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,0.051671145,-0.155180808,0.093087884,1.094790567,0.60968118,-0.001875706,-0.077852566,0.23536113,1
1226,-0.342396492,-0.165053972,-0.556700071,-0.046894487,5.037490327,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,1.147802112,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.514250655,-0.155180808,-0.32987644,-0.30832143,-0.103037206,0.251327559,-0.124032152,-0.336917637,1
1227,1.196782682,0.075149002,0.375575312,-0.046894487,-0.3601767,0.124529254,-0.16402912,0.385730517,1.255968049,0.807417556,0.993209369,0.497039522,1.58144119,3.584223067,-0.190093744,0.013504524,0.669767,-0.347838112,0.877452786,-0.167874867,0.549828184,-0.118158666,2.850109661,0.555155083,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.277974891,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.262729855,-0.155180808,0.075924114,2.904601694,0.267296858,0.027781286,0.722593592,4.551365543,1
1228,-0.342396492,-0.165053972,0.534260484,-0.046894487,1.186262338,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,2.744093592,-0.174908156,0.505307276,-0.30134485,0.512128987,0.348799771,0.838026843,-0.167874867,0.091803945,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,0.170033875,-0.155180808,0.238979926,-0.30832143,-0.103037206,-0.119747278,-0.247177715,-0.338566855,1
1229,-0.342396492,0.32310046,-0.556700071,-0.046894487,1.900003433,0.781885605,-0.291762175,-0.262533024,0.789375809,-0.371324027,-0.296827265,0.102469946,-0.312021293,-0.174908156,4.716346784,0.461559402,0.377010689,5.639482076,0.314225025,-0.167874867,0.916247575,-0.118158666,0.594812401,1.210321654,-0.328778934,-0.299207413,-0.227870045,0.343786923,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,4.3586642,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,0.514025558,-0.155180808,-0.262447345,1.729241209,-0.103037206,-0.053026925,0.19922495,-0.160451274,1
1230,-0.342396492,0.268861079,0.55409613,-0.046894487,2.881397438,-0.35022811,2.569458252,-0.262533024,-0.323267223,-0.371324027,-0.296827265,0.021235034,1.54822255,-0.174908156,-0.190093744,0.376792263,7.290563573,-0.347838112,1.288609052,-0.167874867,1.199389832,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,0.447446522,-0.155180808,1.055484968,1.10292455,-0.103037206,-0.009975437,0.450647141,-0.145608309,1
1231,-0.342396492,-0.165053972,0.534260484,-0.046894487,1.186262338,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,2.744093592,-0.174908156,0.505307276,-0.30134485,0.512128987,0.348799771,0.838026843,-0.167874867,0.091803945,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,0.170033875,-0.155180808,0.238979926,-0.30832143,-0.103037206,-0.119747278,-0.247177715,-0.338566855,1
1232,-0.342396492,-0.165053972,-0.556700071,-0.046894487,0.933479034,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,0.122727586,-0.167874867,1.682397211,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.514250655,-0.155180808,0.213234271,-0.30832143,-0.103037206,-0.017003608,-0.108638957,-0.290739523,1
1233,0.21432789,-0.165053972,-0.219494081,0.268483478,-0.211480638,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.222469704,1.41534799,0.332276215,-0.190093744,-0.20446812,0.84992473,-0.347838112,1.339299551,-0.167874867,1.524170656,1.08095739,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,0.078042406,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,2.753611064,-0.125872949,-0.155180808,-0.32987644,-0.30832143,-0.103037206,-0.099356126,-0.175342803,0.215570509,1
1234,-0.342396492,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,0.140497976,-0.296827265,0.148889896,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,0.010082034,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,0.421952026,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,0.028443922,0.164825932,-0.071380146,-0.111534108,0.991596606,0.521423228,-0.155180808,-0.192566283,1.058187646,-0.103037206,-0.070329463,-0.170211738,-0.101079413,1
1235,-0.342396492,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,-0.312021293,-0.174908156,-0.190093744,0.764299184,5.646624288,-0.347838112,-0.440500175,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,1.754740262,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,0.003586287,-0.155180808,-0.32987644,-0.30832143,-0.103037206,-0.115965302,-0.231784519,-0.364954349,1
1236,-0.342396492,-0.165053972,-0.318672313,-0.046894487,0.071041878,0.526247024,-0.291762175,-0.262533024,-0.323267223,-0.371324027,0.298574259,-0.489384417,0.086602388,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,-0.254635014,-0.167874867,0.125114799,-0.118158666,-0.290177664,0.058132168,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.355200737,-0.155180808,0.519730158,-0.30832143,-0.103037206,-0.121543716,-0.211260259,-0.145608309,1
1237,0.279824876,-0.017832794,0.018533676,-0.046894487,1.126783914,0.343648038,0.193623433,2.155988649,2.799311609,0.528241918,0.149723878,0.613089397,0.319132868,2.420682451,0.157606766,-0.30134485,-0.321100514,1.855043844,1.209757166,1.166068186,0.78300416,-0.118158666,-0.033245064,0.44219533,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,0.026160967,0.071920888,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.514250655,1.691352797,0.166646896,0.639287542,-0.030833709,-0.027467074,-0.016279785,0.979158604,1
1238,-0.342396492,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,-0.312021293,4.479254311,-0.190093744,-0.30134485,-0.321100514,-0.347838112,-0.057505297,12.09263113,0.624777605,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,7.010165426,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.514250655,-0.155180808,0.594515155,0.456272934,-0.103037206,0.011329692,0.342894774,-0.201681732,1
1239,2.048243501,-0.165053972,0.157383201,-0.046894487,0.071041878,0.964484592,2.492818419,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.210864717,-0.312021293,-0.174908156,-0.190093744,0.134600437,3.800007557,1.026609604,0.505722464,-0.167874867,0.233375074,-0.118158666,0.737552733,2.249551386,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,0.162636204,-0.155180808,0.193618534,-0.060234961,-0.103037206,-0.024315427,0.717462527,0.03580571,1
1240,-0.342396492,-0.165053972,-0.120315849,5.020655995,-0.464263943,-0.35022811,-0.291762175,0.859461566,-0.323267223,-0.371324027,-0.296827265,-0.628644267,-0.312021293,-0.174908156,-0.190093744,0.243586758,-0.321100514,-0.347838112,-0.812230497,-0.167874867,-0.299598586,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,0.304312774,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.080285334,-0.197366029,-0.071380146,-0.111534108,0.46997461,-0.173957808,-0.155180808,-0.32987644,-0.30832143,-0.033162854,-0.08577253,-0.129163217,0.233711911,1
